# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS	MORPHEMES	NOTE
3524	Jerigaon	short	a-tʰuŋ-du	a+tʰuŋ+du	a + tʰ u ŋ + d u	n + i n c + i n	- a + tʰ u ŋ + d u	56 276 120	u/a-prefix ? da-suffix1	
3526	Rahung	short	a-tʰuŋ-du	a+tʰuŋ+du	a + tʰ u ŋ + d u	n + i n c + i n	- a + tʰ u ŋ + d u	56 276 120	u/a-prefix ? da-suffix1	
3527	Rupa	short	a-tʰuŋ-du	a+tʰuŋ+du	a + tʰ u ŋ + d u	n + i n c + i n	- a + tʰ u ŋ + d u	56 276 120	u/a-prefix ? da-suffix1	
3528	Shergaon	short	a-tʰuŋ-du	a+tʰuŋ+du	a + tʰ u ŋ + d u	n + i n c + i n	- a + tʰ u ŋ + d u	56 276 120	u/a-prefix ? da-suffix1	
#
3529	Khispi	shoulder	pʰak-tuŋ	pʰak+tuŋ	pʰ a k + t u ŋ	i n c + i n c	pʰ a k + t u ŋ	943 482	shoulder ?	
3530	Duhumbi	shoulder	pʰak-tuŋ	pʰak+tuŋ	pʰ a k + t u ŋ	i n c + i n c	pʰ a k + t u ŋ	943 482	shoulder ?	
3532	Jerigaon	shoulder	pʰa-nyŋ	pʰa+nyŋ	pʰ a + n y ŋ	i n + i n c	pʰ a - + n y ŋ	943 426	shoulder shoulder	
3533	Khoitam	shoulder	jə-pʰak	jə+pʰak	j ə + pʰ a k	i n + i n c	j ə + pʰ a k	946 943	shoulder shoulder	
3534	Rahung	shoulder	ja-pʰak	ja+pʰak	j a + pʰ a k	i n + i n c	j a + pʰ a k	946 943	shoulder shoulder	
3535	Rupa	shoulder	lə-pʰak ~ lə-fak	lə+pʰak	l ə + pʰ a k	i n + i n c	l ə + pʰ a k	945 943	shoulder shoulder	
3536	Shergaon	shoulder	lə-pʰak	lə+pʰak	l ə + pʰ a k	i n + i n c	l ə + pʰ a k	945 943	shoulder shoulder	
#
3537	Khispi	shy, ashamed (vi)	jɛn	jɛn	j ɛ n	i n c	j ɛ n	947	shyashamedvi	
3538	Duhumbi	shy, ashamed (vi)	jɛn	jɛn	j ɛ n	i n c	j ɛ n	947	shyashamedvi	
3539	Khoina	shy, ashamed (vi)	wɛn	wɛn	w ɛ n	i n c	w ɛ n	947	shyashamedvi	
3540	Jerigaon	shy, ashamed (vi)	wɛn	wɛn	w ɛ n	i n c	w ɛ n	947	shyashamedvi	
3541	Khoitam	shy, ashamed (vi)	wan	wan	w a n	i n c	w a n	947	shyashamedvi	
3542	Rahung	shy, ashamed (vi)	wɛn	wɛn	w ɛ n	i n c	w ɛ n	947	shyashamedvi	
3543	Rupa	shy, ashamed (vi)	wan	wan	w a n	i n c	w a n	947	shyashamedvi	
3544	Shergaon	shy, ashamed (vi)	wan	wan	w a n	i n c	w a n	947	shyashamedvi	
#
3545	Khispi	sick (vi)	na	na	n a	i n	n a -	948	sickvi	
3546	Duhumbi	sick (vi)	na	na	n a	i n	n a -	948	sickvi	
3547	Khoina	sick (vi)	ku-nu	ku+nu	k u + n u	i n + i n	k u + n u -	949 948	sickvi sickvi	
3548	Jerigaon	sick (vi)	nu ~ ku-nu	nu	n u	i n	n u -	948	sickvi	
3549	Khoitam	sick (vi)	ku-nu  ~ nuŋ	ku+nu	k u + n u	i n + i n	k u + n u -	949 948	sickvi sickvi	
3550	Rahung	sick (vi)	nuŋ	nuŋ	n u ŋ	i n c	n u ŋ	948	sickvi	
3551	Rupa	sick (vi)	nu ~ nuŋ	nu	n u	i n	n u -	948	sickvi	
3552	Shergaon	sick (vi)	nu	nu	n u	i n	n u -	948	sickvi	
#
3553	Khispi	silver	ŋɔj ~ ŋuj	ŋɔj	ŋ ɔ j	i n c	ŋ ɔ j	951	silver	
3554	Duhumbi	silver	ŋɔj	ŋɔj	ŋ ɔ j	i n c	ŋ ɔ j	951	silver	
3555	Khoina	silver	niŋ	niŋ	n i ŋ	i n c	n i ŋ	950	silver	
3556	Jerigaon	silver	niŋ	niŋ	n i ŋ	i n c	n i ŋ	950	silver	
3557	Khoitam	silver	niŋ	niŋ	n i ŋ	i n c	n i ŋ	950	silver	
3558	Rahung	silver	niŋ	niŋ	n i ŋ	i n c	n i ŋ	950	silver	
3559	Rupa	silver	ɲin ~ ɲiŋ	ɲin	ɲ i n	i n c	ɲ i n	950	silver	
3560	Shergaon	silver	ɲin	ɲin	ɲ i n	i n c	ɲ i n	950	silver	
#
3561	Khispi	sing	tej	tej	t e j	i n c	t e j	952	sing	
3562	Duhumbi	sing	tɛj	tɛj	t ɛ j	i n c	t ɛ j	952	sing	
3563	Khoina	sing	taː	taː	t aː	i n	t aː -	952	sing	
3564	Jerigaon	sing	tɛː	tɛː	t ɛː	i n	t ɛː -	952	sing	
3565	Khoitam	sing	tɛː	tɛː	t ɛː	i n	t ɛː -	952	sing	
3567	Rupa	sing	taː	taː	t aː	i n	t aː -	952	sing	
#
3577	Khispi	sister, elder	a-wu	a+wu	a + w u	n + i n	a + w u	124 953	a-prefix sisterelder	
3578	Duhumbi	sister, elder	a-wu	a+wu	a + w u	n + i n	a + w u	124 953	a-prefix sisterelder	
3579	Khoina	sister, elder	a-byː	a+byː	a + b yː	n + i n	a + b yː	124 953	a-prefix sisterelder	
3580	Jerigaon	sister, elder	a-byː	a+byː	a + b yː	n + i n	a + b yː	124 953	a-prefix sisterelder	
#
3585	Khispi	sister, younger	ɔ-nɔw-ma	ɔ+nɔw+ma	ɔ + n ɔ w + m a	n + i n c + i n	ɔ + n ɔ w + m a	956 955 958	sisteryounger sisteryounger sisteryounger	
3586	Duhumbi	sister, younger	a-nu  ~ ɔ-nɔw	a+nu	a + n u	n + i n	a + n u -	956 955	sisteryounger sisteryounger	
3589	Khoitam	sister, younger	a-num	a+num	a + n u m	n + i n c	a + n u m	956 955	sisteryounger sisteryounger	
3590	Rahung	sister, younger	a-num	a+num	a + n u m	n + i n c	a + n u m	956 955	sisteryounger sisteryounger	
3591	Rupa	sister, younger	a-nuː a-ʨan-du	a+nuː_a+ʨan+du	a + n uː + a + tɕ a n + d u	n + i n + n + i n c + i n	a + n uː - + a + tɕ a n + d u	956 955 959 960 961	sisteryounger sisteryounger sisteryounger sisteryounger sisteryounger	
3596	Jerigaon	sister, younger	mə-riŋ	mə+riŋ	m ə + r i ŋ	i n + i n c	m ə + r i ŋ	136 427	ma-prefix1 sisteryounger	
3597	Khoitam	sister, younger	mə-riŋ	mə+riŋ	m ə + r i ŋ	i n + i n c	m ə + r i ŋ	136 427	ma-prefix1 sisteryounger	
3598	Rahung	sister, younger	mə-riŋ	mə+riŋ	m ə + r i ŋ	i n + i n c	m ə + r i ŋ	136 427	ma-prefix1 sisteryounger	
3599	Rupa	sister, younger	mə-riŋ	mə+riŋ	m ə + r i ŋ	i n + i n c	m ə + r i ŋ	136 427	ma-prefix1 sisteryounger	
3600	Shergaon	sister, younger	mə-riŋ	mə+riŋ	m ə + r i ŋ	i n + i n c	m ə + r i ŋ	136 427	ma-prefix1 sisteryounger	
#
3569	Khispi	sister-in-law	a-ʑa	a+ʑa	a + ʑ a	n + i n	a + ʑ a	124 963	a-prefix sisterinlaw	
3570	Duhumbi	sister-in-law	a-ʑa	a+ʑa	a + ʑ a	n + i n	a + ʑ a	124 963	a-prefix sisterinlaw	
3571	Khoina	sister-in-law	a-ʐuː	a+ʐuː	a + ʐ uː	n + i n	a + ʐ uː	124 963	a-prefix sisterinlaw	
3572	Jerigaon	sister-in-law	a-zuː	a+zuː	a + z uː	n + i n	a + z uː	124 963	a-prefix sisterinlaw	
3573	Khoitam	sister-in-law	a-zuː	a+zuː	a + z uː	n + i n	a + z uː	124 963	a-prefix sisterinlaw	
3574	Rahung	sister-in-law	a-zuː	a+zuː	a + z uː	n + i n	a + z uː	124 963	a-prefix sisterinlaw	
3575	Rupa	sister-in-law	a-zuː ~ a-zuː-mat	a+zuː	a + z uː	n + i n	a + z uː	124 963	a-prefix sisterinlaw	
3576	Shergaon	sister-in-law	a-zuː-mat	a+zuː+mat	a + z uː + m a t	n + i n + i n c	a + z uː + m a t	124 963 964	a-prefix sisterinlaw sisterinlaw	
#
3602	Duhumbi	sit	duŋ-ʥu	duŋ+ʥu	d u ŋ + dʑ u	i n c + i n	d u ŋ + dʑ u	965 966	sit sit	
3603	Khoina	sit	dyŋ	dyŋ	d y ŋ	i n c	d y ŋ	965	sit	
3604	Jerigaon	sit	dyŋ	dyŋ	d y ŋ	i n c	d y ŋ	965	sit	
3605	Khoitam	sit	dyŋ	dyŋ	d y ŋ	i n c	d y ŋ	965	sit	
3606	Rahung	sit	dyŋ	dyŋ	d y ŋ	i n c	d y ŋ	965	sit	
3607	Rupa	sit	dyŋ	dyŋ	d y ŋ	i n c	d y ŋ	965	sit	
3608	Shergaon	sit	duŋ	duŋ	d u ŋ	i n c	d u ŋ	965	sit	
#
3609	Khispi	six	ʨʰup	ʨʰup	tɕʰ u p	i n c	tɕʰ u p	967	six	
3610	Duhumbi	six	ʨʰup ~ ʨʰuk	ʨʰup	tɕʰ u p	i n c	tɕʰ u p	967	six	
3611	Khoina	six	ʨʰyk	ʨʰyk	tɕʰ y k	i n c	tɕʰ y k	967	six	
3612	Jerigaon	six	ʨʰyk	ʨʰyk	tɕʰ y k	i n c	tɕʰ y k	967	six	
3613	Khoitam	six	ʨʰyk	ʨʰyk	tɕʰ y k	i n c	tɕʰ y k	967	six	
3614	Rahung	six	ʨʰyk	ʨʰyk	tɕʰ y k	i n c	tɕʰ y k	967	six	
3615	Rupa	six	kʰyt	kʰyt	kʰ y t	i n c	kʰ y t	967	six	
3616	Shergaon	six	ʨʰuk	ʨʰuk	tɕʰ u k	i n c	tɕʰ u k	967	six	
#
3617	Khispi	skin, bark	ɕa-kʰɔk	ɕa+kʰɔk	ɕ a + kʰ ɔ k	i n + i n c	ɕ a + kʰ ɔ k	969 970	skinbark skinbark	
3618	Duhumbi	skin, bark	ɕa-kʰɔk	ɕa+kʰɔk	ɕ a + kʰ ɔ k	i n + i n c	ɕ a + kʰ ɔ k	969 970	skinbark skinbark	
3619	Khoina	skin, bark	ʂ-kʰuk	ʂ+kʰuk	ʂ + kʰ u k	i + i n c	ʂ - + kʰ u k	969 970	skinbark skinbark	
3620	Jerigaon	skin, bark	s-kuk ~ s-kʰuk	s+kuk	s + k u k	i + i n c	s - + k u k	969 970	skinbark skinbark	
3621	Khoitam	skin, bark	sə-kuk ~ s-kuk	sə+kuk	s ə + k u k	i n + i n c	s ə + k u k	969 970	skinbark skinbark	
3622	Rahung	skin, bark	s-kuk ~ s-kʰuk	s+kuk	s + k u k	i + i n c	s - + k u k	969 970	skinbark skinbark	
3623	Rupa	skin, bark	s-kuk	s+kuk	s + k u k	i + i n c	s - + k u k	969 970	skinbark skinbark	
3624	Shergaon	skin, bark	s-kuk	s+kuk	s + k u k	i + i n c	s - + k u k	969 970	skinbark skinbark	
#
3625	Khispi	sky	na-mu ~ na-mɔː	na+mu	n a + m u	i n + i n	n a + m u	972 284	sky mu-suffix	
3626	Duhumbi	sky	na-mu	na+mu	n a + m u	i n + i n	n a + m u	972 284	sky mu-suffix	
3627	Khoina	sky	na-myː	na+myː	n a + m yː	i n + i n	n a + m yː	972 284	sky mu-suffix	
3628	Jerigaon	sky	nə-myː	nə+myː	n ə + m yː	i n + i n	n ə + m yː	972 284	sky mu-suffix	
3629	Khoitam	sky	nə-myː	nə+myː	n ə + m yː	i n + i n	n ə + m yː	972 284	sky mu-suffix	
3630	Rahung	sky	nə-myː	nə+myː	n ə + m yː	i n + i n	n ə + m yː	972 284	sky mu-suffix	
3631	Rupa	sky	nə-myː	nə+myː	n ə + m yː	i n + i n	n ə + m yː	972 284	sky mu-suffix	
3632	Shergaon	sky	ni-miː	ni+miː	n i + m iː	i n + i n	n i + m iː	972 284	sky mu-suffix	
#
3633	Khispi	sleep	bin	bin	b i n	i n c	b i n	973	sleep	
3634	Duhumbi	sleep	bin	bin	b i n	i n c	b i n	973	sleep	
3635	Khoina	sleep	ʣiŋ	ʣiŋ	dz i ŋ	i n c	dz i ŋ	973	sleep	
3636	Jerigaon	sleep	ʥiŋ	ʥiŋ	dʑ i ŋ	i n c	dʑ i ŋ	973	sleep	
3637	Khoitam	sleep	ʥiŋ	ʥiŋ	dʑ i ŋ	i n c	dʑ i ŋ	973	sleep	
3638	Rahung	sleep	ʥiŋ	ʥiŋ	dʑ i ŋ	i n c	dʑ i ŋ	973	sleep	
3639	Rupa	sleep	ʣiŋ	ʣiŋ	dz i ŋ	i n c	dz i ŋ	973	sleep	
3640	Shergaon	sleep	ʣiŋ	ʣiŋ	dz i ŋ	i n c	dz i ŋ	973	sleep	
#
3641	Khispi	slowly	haɕ-ta	haɕ+ta	h a ɕ + t a	i n c + i n	h a ɕ + t a	974 120	slowly da-suffix1	
3642	Duhumbi	slowly	has-ta	has+ta	h a s + t a	i n c + i n	h a s + t a	974 120	slowly da-suffix1	
3643	Khoina	slowly	nɐ̃-du	nɐ̃+du	n ɐ̃ + d u	i n + i n	n ɐ̃ - + d u	974 120	slowly da-suffix1	
3644	Jerigaon	slowly	a-nɐ̃-du	a+nɐ̃+du	a + n ɐ̃ + d u	n + i n + i n	- a + n ɐ̃ - + d u	56 974 120	u/a-prefix slowly da-suffix1	
3645	Khoitam	slowly	a-nɔ̃-du	a+nɔ̃+du	a + n ɔ̃ + d u	n + i n + i n	- a + n ɔ̃ - + d u	56 974 120	u/a-prefix slowly da-suffix1	
3646	Rahung	slowly	nɔ̃-du	nɔ̃+du	n ɔ̃ + d u	i n + i n	n ɔ̃ - + d u	974 120	slowly da-suffix1	
3647	Rupa	slowly	(a-) nɔ̃-du	nɔ̃+du	n ɔ̃ + d u	i n + i n	n ɔ̃ - + d u	974 120	slowly da-suffix1	
3648	Shergaon	slowly	a-nɔ̃-du	a+nɔ̃+du	a + n ɔ̃ + d u	n + i n + i n	- a + n ɔ̃ - + d u	56 974 120	u/a-prefix slowly da-suffix1	
#
3649	Khispi	small	ʥɛn-	ʥɛn+	dʑ ɛ n	i n c	dʑ ɛ n	979	small	
3650	Duhumbi	small	ʥɛn-	ʥɛn+	dʑ ɛ n	i n c	dʑ ɛ n	979	small	
3651	Khoina	small	a-ʣɐ̃ː-du	a+ʣɐ̃ː+du	a + dz ɐ̃ː + d u	n + i n + i n	- a + dz ɐ̃ː - + d u	56 979 981	u/a-prefix small da-suffix2	
3652	Jerigaon	small	a-ʨɐ̃ː(n)	a+ʨɐ̃ː	a + tɕ ɐ̃ː	n + i n	- a + tɕ ɐ̃ː -	56 979	u/a-prefix small	
3653	Khoitam	small	a-ʥan-du	a+ʥan+du	a + dʑ a n + d u	n + i n c + i n	- a + dʑ a n + d u	56 979 981	u/a-prefix small da-suffix2	
3654	Rahung	small	ʨɔ̃ː(n)-du	ʨɔ̃ː+du	tɕ ɔ̃ː + d u	i n + i n	tɕ ɔ̃ː - + d u	979 981	small da-suffix2	
3655	Rupa	small	a-ʨan-du ~ a-ʦan-du	a+ʨan+du	a + tɕ a n + d u	n + i n c + i n	- a + tɕ a n + d u	56 979 981	u/a-prefix small da-suffix2	
3656	Shergaon	small	a-ʨan-du	a+ʨan+du	a + tɕ a n + d u	n + i n c + i n	- a + tɕ a n + d u	56 979 981	u/a-prefix small da-suffix2	
3657	Khispi	small	ɕa-da	ɕa+da	ɕ a + d a	i n + i n	ɕ a + d a	983 981	small da-suffix2	
3660	Jerigaon	small	a-duː-du	a+duː+du	a + d uː + d u	n + i n + i n	- a + d uː + d u	56 981 1294	u/a-prefix da-suffix2 da-suffix2	
3662	Rahung	small	a-duː	a+duː	a + d uː	n + i n	- a + d uː	56 981	u/a-prefix da-suffix2	
#
3665	Khispi	smell (n)	ɕis	ɕis	ɕ i s	i n c	ɕ i s	984	smelln	
3666	Duhumbi	smell (n)	ɕis	ɕis	ɕ i s	i n c	ɕ i s	984	smelln	
3671	Rupa	smell (n)	sĩː	sĩː	s ĩː	i n	s ĩː -	984	smelln	
#
3673	Khispi	smell (vi)	ham	ham	h a m	i n c	h a m	889	SMELL1	
3674	Duhumbi	smell (vi)	ham	ham	h a m	i n c	h a m	889	SMELL1	
3675	Khoina	smell (vi)	nan	nan	n a n	i n c	n a n	889	SMELL1	
3676	Jerigaon	smell (vi)	nan	nan	n a n	i n c	n a n	889	SMELL1	
3684	Jerigaon	smell (vi)	niː	niː	n iː	i n	n iː -	987	SMELL2	
3685	Khoitam	smell (vi)	niː	niː	n iː	i n	n iː -	987	SMELL2	
3686	Rahung	smell (vi)	niː	niː	n iː	i n	n iː -	987	SMELL2	
3687	Rupa	smell (vi)	ɲiŋ	ɲiŋ	ɲ i ŋ	i n c	ɲ i ŋ	987	SMELL2	
3688	Shergaon	smell (vi)	ɲiŋ	ɲiŋ	ɲ i ŋ	i n c	ɲ i ŋ	987	SMELL2	
#
3689	Khispi	smoke	bu-kʰu	bu+kʰu	b u + kʰ u	i n + i n	b u + kʰ u	416 182	_fireprefix SMOKE	
3690	Duhumbi	smoke	bu-kʰu	bu+kʰu	b u + kʰ u	i n + i n	b u + kʰ u	416 182	_fireprefix SMOKE	
3691	Khoina	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː	i n + i n	b a + kʰ yː	416 182	_fireprefix SMOKE	
3692	Jerigaon	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː	i n + i n	b a + kʰ yː	416 182	_fireprefix SMOKE	
3693	Khoitam	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː	i n + i n	b a + kʰ yː	416 182	_fireprefix SMOKE	
3694	Rahung	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː	i n + i n	b a + kʰ yː	416 182	_fireprefix SMOKE	
3695	Rupa	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː	i n + i n	b a + kʰ yː	416 182	_fireprefix SMOKE	
3696	Shergaon	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː	i n + i n	b a + kʰ yː	416 182	_fireprefix SMOKE	
#
3699	Khoina	snake	bə-ʨʰan	bə+ʨʰan	b ə + tɕʰ a n	i n + i n c	b ə + tɕʰ a n	219 990	_pa-prefix1 SNAKE	
3700	Jerigaon	snake	pʰ-ʨʰɛn	pʰ+ʨʰɛn	pʰ + tɕʰ ɛ n	i + i n c	pʰ - + tɕʰ ɛ n	219 990	_pa-prefix1 SNAKE	
3701	Khoitam	snake	pʰ-ʨʰam	pʰ+ʨʰam	pʰ + tɕʰ a m	i + i n c	pʰ - + tɕʰ a m	219 990	_pa-prefix1 SNAKE	
3702	Rahung	snake	pʰ-ʨʰam	pʰ+ʨʰam	pʰ + tɕʰ a m	i + i n c	pʰ - + tɕʰ a m	219 990	_pa-prefix1 SNAKE	
3703	Rupa	snake	bə-cʰam ~ bə-ʨʰam	bə+cʰam	b ə + ʨʰ~cʰ/ʨʰ a m	i n + i n c	b ə + ʨʰ~cʰ/ʨʰ a m	219 990	_pa-prefix1 SNAKE	
3704	Shergaon	snake	pʰ-ʨʰam	pʰ+ʨʰam	pʰ + tɕʰ a m	i + i n c	pʰ - + tɕʰ a m	219 990	_pa-prefix1 SNAKE	
#
3706	Duhumbi	snatch away	kʰɔw	kʰɔw	kʰ ɔw	i n	kʰ ɔw	992	SNATCH	
3711	Rupa	snatch away	kʰaw	kʰaw	kʰ aw	i n	kʰ aw	992	SNATCH	
#
3713	Khispi	snow	nam-ʑu	nam+ʑu	n a m + ʑ u	i n c + i n	n a m + ʑ u	993 994	_na-prefix MELT	
3714	Duhumbi	snow	nam-ʑu	nam+ʑu	n a m + ʑ u	i n c + i n	n a m + ʑ u	993 994	_na-prefix MELT	
3715	Khoina	snow	na-jyː	na+jyː	n a + j yː	i n + i n	n a - + j yː	993 994	_na-prefix DESCEND	
3716	Jerigaon	snow	nə-jyː	nə+jyː	n ə + j yː	i n + i n	n ə - + j yː	993 994	_na-prefix DESCEND	
3717	Khoitam	snow	nə-jyː	nə+jyː	n ə + j yː	i n + i n	n ə - + j yː	993 994	_na-prefix DESCEND	
3718	Rahung	snow	nə-jyː	nə+jyː	n ə + j yː	i n + i n	n ə - + j yː	993 994	_na-prefix DESCEND	
3719	Rupa	snow	ny-jyː	ny+jyː	n y + j yː	i n + i n	n y - + j yː	993 994	_na-prefix DESCEND	
3720	Shergaon	snow	ni-jiː	ni+jiː	n i + j iː	i n + i n	n i - + j iː	993 994	_na-prefix DESCEND	
#
3722	Duhumbi	soda ash	kʰa-ri	kʰa+ri	kʰ a + r i	i n + i n	kʰ a + r i	997 480	_kha-prefix SODAASH	
3723	Khoina	soda ash	kʰa-riː	kʰa+riː	kʰ a + r iː	i n + i n	kʰ a + r iː	997 480	_kha-prefix SODAASH	
3726	Rahung	soda ash	kʰ-riː	kʰ+riː	kʰ + r iː	i + i n	kʰ - + r iː	997 480	_kha-prefix SODAASH	
3727	Rupa	soda ash	kʰ-riː	kʰ+riː	kʰ + r iː	i + i n	kʰ - + r iː	997 480	_kha-prefix SODAASH	
#
3731	Khoina	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u	n + i n c + i n	- a + d u ŋ + d u	56 322 120	_u/a-prefix SMOOTH _da-suffix1	
3732	Jerigaon	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u	n + i n c + i n	- a + d u ŋ + d u	56 322 120	_u/a-prefix SMOOTH _da-suffix1	
3733	Khoitam	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u	n + i n c + i n	- a + d u ŋ + d u	56 322 120	_u/a-prefix SMOOTH _da-suffix1	
3734	Rahung	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u	n + i n c + i n	- a + d u ŋ + d u	56 322 120	_u/a-prefix SMOOTH _da-suffix1	
3735	Rupa	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u	n + i n c + i n	- a + d u ŋ + d u	56 322 120	_u/a-prefix SMOOTH _da-suffix1	
3736	Shergaon	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u	n + i n c + i n	- a + d u ŋ + d u	56 322 120	_u/a-prefix SMOOTH _da-suffix1	
#
3737	Khispi	soil, earth	sa	sa	s a	i n	s a	1001	SOIL	
3738	Duhumbi	soil, earth	sa	sa	s a	i n	s a	1001	SOIL	
3739	Khoina	soil, earth	sɐ	sɐ	s ɐ	i n	s ɐ	1001	SOIL	
3740	Jerigaon	soil, earth	sɐ	sɐ	s ɐ	i n	s ɐ	1001	SOIL	
3741	Khoitam	soil, earth	sɔ	sɔ	s ɔ	i n	s ɔ	1001	SOIL	
3742	Rahung	soil, earth	sɔ	sɔ	s ɔ	i n	s ɔ	1001	SOIL	
3743	Rupa	soil, earth	sɔ	sɔ	s ɔ	i n	s ɔ	1001	SOIL	
3744	Shergaon	soil, earth	so	so	s o	i n	s o	1001	SOIL	
#
3745	Khispi	son	dak-da	dak+da	d a k + d a	i n c + i n	d a k + d a	1002 1295	SON1 SON	
3746	Duhumbi	son	u-daˀ	u+daˀ	u + d aˀ	n + i n	- u + d aˀ -	56 1002	_u/a-prefix SON	
3747	Khoina	son	a-du	a+du	a + d u	n + i n	- a + d u -	56 1002	_u/a-prefix SON	
3748	Jerigaon	son	a-du	a+du	a + d u	n + i n	- a + d u -	56 1002	_u/a-prefix SON	
3749	Khoitam	son	a-du	a+du	a + d u	n + i n	- a + d u -	56 1002	_u/a-prefix SON	
3750	Rahung	son	a-du	a+du	a + d u	n + i n	- a + d u -	56 1002	_u/a-prefix SON	
3751	Rupa	son	du	du	d u	i n	d u -	1002	SON	
3752	Shergaon	son	a-du	a+du	a + d u	n + i n	- a + d u -	56 1002	_u/a-prefix SON	
#
3753	Khispi	son-in-law	a-ʨʰun	a+ʨʰun	a + tɕʰ u n	n + i n c	a + tɕʰ u n	124 1005	_a-prefix SONINLAW	
3754	Duhumbi	son-in-law	a-ʨʰyn	a+ʨʰyn	a + tɕʰ y n	n + i n c	a + tɕʰ y n	124 1005	_a-prefix SONINLAW	
3755	Khoina	son-in-law	a-ʦʰyː	a+ʦʰyː	a + tsʰ yː	n + i n	a + tsʰ yː -	124 1005	_a-prefix SONINLAW	
3756	Jerigaon	son-in-law	a-ʨʰyː	a+ʨʰyː	a + tɕʰ yː	n + i n	a + tɕʰ yː -	124 1005	_a-prefix SONINLAW	
3757	Khoitam	son-in-law	a-ʨʰyː	a+ʨʰyː	a + tɕʰ yː	n + i n	a + tɕʰ yː -	124 1005	_a-prefix SONINLAW	
3758	Rahung	son-in-law	a-ʨʰyː	a+ʨʰyː	a + tɕʰ yː	n + i n	a + tɕʰ yː -	124 1005	_a-prefix SONINLAW	
3759	Rupa	son-in-law	a-ʦʰyː ~ a-ʨʰyː	a+ʦʰyː	a + ʨʰ~tsʰ/ʨʰ yː	n + i n	a + ʨʰ~tsʰ/ʨʰ yː -	124 1005	_a-prefix SONINLAW	
3760	Shergaon	son-in-law	a-ʨʰiː	a+ʨʰiː	a + tɕʰ iː	n + i n	a + tɕʰ iː -	124 1005	_a-prefix SONINLAW	
#
3761	Khispi	song	lu	lu	l u	i n	l u	1008	SONG1	
3762	Duhumbi	song	lu	lu	l u	i n	l u	1008	SONG1	
3765	Khoitam	song	hũ	hũ	h ũ	i n	h ũ	1008	SONG1	
3766	Rahung	song	hũ	hũ	h ũ	i n	h ũ	1008	SONG1	
3767	Rupa	song	hũ	hũ	h ũ	i n	h ũ	1008	SONG1	
3768	Shergaon	song	hɔ	hɔ	h ɔ	i n	h ɔ	1008	SONG1	
3769	Khispi	song	bɔː	bɔː	b ɔː	i n	b ɔː	1006	SONG2	Bod. loan
3770	Duhumbi	song	bɹɔː	bɹɔː	bɹ ɔː	i n	bɹ ɔː	1006	SONG2	Bod. loan
3774	Rahung	song	bɹoː	bɹoː	bɹ oː	i n	bɹ oː	1006	SONG2	Bod. loan
3775	Rupa	song	bɹoː	bɹoː	bɹ oː	i n	bɹ oː	1006	SONG2	Bod. loan
#
3777	Khispi	soup, liquid, broth, juice	ɔ-kʰaw	ɔ+kʰaw	ɔ + kʰ aw	n + i n	ɔ + kʰ aw -	137 1009	_o/a-prefix WATER	
3778	Duhumbi	soup, liquid, broth, juice	ɔ-kʰɔw	ɔ+kʰɔw	ɔ + kʰ ɔw	n + i n	ɔ + kʰ ɔw -	137 1009	_o/a-prefix WATER	
3779	Khoina	soup, liquid, broth, juice	daŋ a-kʰɔː	daŋ_a+kʰɔː	d a ŋ + a + kʰ ɔː	i n c + n + i n	d a ŋ + a + kʰ ɔː -	1012 137 1009	VEGETABLE _o/a-prefix WATER	
3781	Khoitam	soup, liquid, broth, juice	a-kʰoː	a+kʰoː	a + kʰ oː	n + i n	a + kʰ oː -	137 1009	_o/a-prefix WATER	
3783	Rupa	soup, liquid, broth, juice	a-kʰoː ~ ɔ-kʰoː	a+kʰoː	a~ɔ/a + kʰ oː	n + i n	a~ɔ/a + kʰ oː -	137 1009	_o/a-prefix WATER	
#
3785	Khispi	sour	ʨum-pa	ʨum+pa	tɕ u m + p a	i n c + i n	tɕ u m + p a	429 1013	sour sour	
3786	Duhumbi	sour	ʨum-pa ~ ʨuɹ-pu	ʨum+pa	tɕ u m + p a	i n c + i n	tɕ u m + p a	429 1013	sour sour	
3787	Khoina	sour	ba-ʨʰɛ̃ː	ba+ʨʰɛ̃ː	b a + tɕʰ ɛ̃ː	i n + i n	b a + tɕʰ ɛ̃ː	1013 1014	sour sour	
